id,title,normalized_title,dblp_key,publication_type,year,journal,booktitle,volume,number,pages,publisher,series,editor,url,doi,ee,biburl,bibsource,abstract,keywords,timestamp,citation_count,has_faculty_author,author_count,source_pid,source_pids,created_at,updated_at
540,Towards a Smart Non-Invasive Fluid Loss Measurement System,towards a smart noninvasive fluid loss measurement system,DBLP:journals/jms/SuryadevaraMB15,article,2015,J. Medical Syst.,,39,4,38,,,,https://doi.org/10.1007/s10916-015-0206-6,10.1007/S10916-015-0206-6,,https://dblp.org/rec/journals/jms/SuryadevaraMB15.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 20 May 2023 01:00:00 +0200",0,True,3,21/10736,21/10736,2026-01-31 22:36:02.163580,2026-01-31 22:36:02.166671
1112,Gradient Based Hybridization of PSO,gradient based hybridization of pso,DBLP:journals/corr/abs-2312-09703,article,2023,CoRR,,abs/2312.09703,,,,,,https://doi.org/10.48550/arXiv.2312.09703,10.48550/ARXIV.2312.09703,,https://dblp.org/rec/journals/corr/abs-2312-09703.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 09 Jan 2024 00:00:00 +0100",0,True,2,95/6184,95/6184,2026-01-31 22:36:08.527630,2026-01-31 22:36:08.532092
1113,"A hinge-loss based codebook transfer for cross-domain recommendation
with non-overlapping data",a hingeloss based codebook transfer for crossdomain recommendation with nonoverlapping data,DBLP:journals/is/VeeramachaneniP22,article,2022,Inf. Syst.,,107,,102002,,,,https://doi.org/10.1016/j.is.2022.102002,10.1016/J.IS.2022.102002,,https://dblp.org/rec/journals/is/VeeramachaneniP22.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 23 Jun 2022 01:00:00 +0200",0,True,4,95/6184,95/6184;98/255,2026-01-31 22:36:08.532520,2026-01-31 22:36:08.536408
1114,Inductive conformal recommender system,inductive conformal recommender system,DBLP:journals/kbs/KagitaPPK22,article,2022,Knowl. Based Syst.,,250,,109108,,,,https://doi.org/10.1016/j.knosys.2022.109108,10.1016/J.KNOSYS.2022.109108,,https://dblp.org/rec/journals/kbs/KagitaPPK22.bib,"dblp computer science bibliography, https://dblp.org",,,"Mon, 25 Jul 2022 01:00:00 +0200",0,True,4,95/6184,95/6184;98/255,2026-01-31 22:36:08.546579,2026-01-31 22:36:08.550453
1115,"Transfer of codebook latent factors for cross-domain recommendation
with non-overlapping data",transfer of codebook latent factors for crossdomain recommendation with nonoverlapping data,DBLP:journals/corr/abs-2203-13995,article,2022,CoRR,,abs/2203.13995,,,,,,https://doi.org/10.48550/arXiv.2203.13995,10.48550/ARXIV.2203.13995,,https://dblp.org/rec/journals/corr/abs-2203-13995.bib,"dblp computer science bibliography, https://dblp.org",,,"Mon, 04 Apr 2022 01:00:00 +0200",0,True,4,95/6184,95/6184;98/255,2026-01-31 22:36:08.559573,2026-01-31 22:36:08.572255
542,Determining Wellness through an Ambient Assisted Living Environment,determining wellness through an ambient assisted living environment,DBLP:journals/expert/SuryadevaraM14,article,2014,IEEE Intell. Syst.,,29,3,30--37,,,,https://doi.org/10.1109/MIS.2014.16,10.1109/MIS.2014.16,,https://dblp.org/rec/journals/expert/SuryadevaraM14.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 20 May 2023 01:00:00 +0200",0,True,2,21/10736,21/10736,2026-01-31 22:36:02.189191,2026-01-31 22:36:02.193911
543,"Performance measurement in wireless sensor networks using time-frequency
analysis and neural networks",performance measurement in wireless sensor networks using timefrequency analysis and neural networks,DBLP:conf/i2mtc/ChenJMS14,conference,2014,,"IEEE International Instrumentation and Measurement Technology Conference,
I2MTC 2014, Proceedings, Montevideo, Uruguay, May 12-15, 2014",,,1197--1201,IEEE,,,https://doi.org/10.1109/I2MTC.2014.6860933,10.1109/I2MTC.2014.6860933,,https://dblp.org/rec/conf/i2mtc/ChenJMS14.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 25 Apr 2023 01:00:00 +0200",0,True,4,21/10736,21/10736,2026-01-31 22:36:02.194514,2026-01-31 22:36:02.198421
544,"WSN based utility System for effective monitoring and control of
household power consumption",wsn based utility system for effective monitoring and control of household power consumption,DBLP:conf/i2mtc/KamSMG14,conference,2014,,"IEEE International Instrumentation and Measurement Technology Conference,
I2MTC 2014, Proceedings, Montevideo, Uruguay, May 12-15, 2014",,,1382--1387,IEEE,,,https://doi.org/10.1109/I2MTC.2014.6860973,10.1109/I2MTC.2014.6860973,,https://dblp.org/rec/conf/i2mtc/KamSMG14.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 20 May 2023 01:00:00 +0200",0,True,4,21/10736,21/10736,2026-01-31 22:36:02.210868,2026-01-31 22:36:02.213973
545,"Forecasting the behavior of an elderly using wireless sensors data
in a smart home",forecasting the behavior of an elderly using wireless sensors data in a smart home,DBLP:journals/eaai/SuryadevaraMWR13,article,2013,Eng. Appl. Artif. Intell.,,26,10,2641--2652,,,,https://doi.org/10.1016/j.engappai.2013.08.004,10.1016/J.ENGAPPAI.2013.08.004,,https://dblp.org/rec/journals/eaai/SuryadevaraMWR13.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 20 Feb 2020 00:00:00 +0100",0,True,4,21/10736,21/10736,2026-01-31 22:36:02.226592,2026-01-31 22:36:02.230080
546,"Reliable measurement of Wireless Sensor Network data for forecasting
wellness of elderly at smart home",reliable measurement of wireless sensor network data for forecasting wellness of elderly at smart home,DBLP:conf/i2mtc/SuryadevaraMWRH13,conference,2013,,"IEEE International Instrumentation and Measurement Technology Conference,
I2MTC 2013, Minneapolis, MN, USA, May 6-9, 2013",,,16--21,IEEE,,,https://doi.org/10.1109/I2MTC.2013.6555372,10.1109/I2MTC.2013.6555372,,https://dblp.org/rec/conf/i2mtc/SuryadevaraMWRH13.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 20 May 2023 01:00:00 +0200",0,True,5,21/10736,21/10736,2026-01-31 22:36:02.243446,2026-01-31 22:36:02.247959
547,"Secured multimedia authentication system for wireless sensor network
data related to Internet of Things",secured multimedia authentication system for wireless sensor network data related to internet of things,DBLP:conf/icsenst/SuryadevaraSK13,conference,2013,,"Seventh International Conference on Sensing Technology, ICST 2013,
Wellington, New Zealand, December 3-5, 2013",,,109--115,IEEE,,,https://doi.org/10.1109/ICSensT.2013.6727625,10.1109/ICSENST.2013.6727625,,https://dblp.org/rec/conf/icsenst/SuryadevaraSK13.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 20 May 2023 01:00:00 +0200",0,True,3,21/10736,21/10736,2026-01-31 22:36:02.267001,2026-01-31 22:36:02.269967
548,"Ambient assisted living framework for elderly wellness determination
through wireless sensor scalar data",ambient assisted living framework for elderly wellness determination through wireless sensor scalar data,DBLP:conf/icsenst/SuryadevaraCMR13,conference,2013,,"Seventh International Conference on Sensing Technology, ICST 2013,
Wellington, New Zealand, December 3-5, 2013",,,632--639,IEEE,,,https://doi.org/10.1109/ICSensT.2013.6727730,10.1109/ICSENST.2013.6727730,,https://dblp.org/rec/conf/icsenst/SuryadevaraCMR13.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 25 Apr 2023 01:00:00 +0200",0,True,4,21/10736,21/10736,2026-01-31 22:36:02.277089,2026-01-31 22:36:02.284217
549,"Intelligent Sensing Systems for Measuring Wellness Indices of the
Daily Activities for the Elderly",intelligent sensing systems for measuring wellness indices of the daily activities for the elderly,DBLP:conf/intenv/SuryadevaraQM12,conference,2012,,"2012 Eighth International Conference on Intelligent Environments,
Guanajuato, Mexico, June 26-29, 2012",,,347--350,IEEE,,,https://doi.org/10.1109/IE.2012.49,10.1109/IE.2012.49,,https://dblp.org/rec/conf/intenv/SuryadevaraQM12.bib,"dblp computer science bibliography, https://dblp.org",,,"Mon, 13 Nov 2023 00:00:00 +0100",0,True,3,21/10736,21/10736,2026-01-31 22:36:02.290690,2026-01-31 22:36:02.293170
550,Smart Sensing System for Human Emotion and Behaviour Recognition,smart sensing system for human emotion and behaviour recognition,DBLP:conf/permin/SuryadevaraQM12,conference,2012,,"Perception and Machine Intelligence - First Indo-Japan Conference,
PerMIn 2012, Kolkata, India, January 12-13, 2012. Proceedings",7143,,11--22,Springer,Lecture Notes in Computer Science,"Malay K. Kundu, Sushmita Mitra, Debasis Mazumdar, Sankar K. Pal",https://doi.org/10.1007/978-3-642-27387-2_2,10.1007/978-3-642-27387-2_2,,https://dblp.org/rec/conf/permin/SuryadevaraQM12.bib,"dblp computer science bibliography, https://dblp.org",,,"Mon, 13 Nov 2023 00:00:00 +0100",0,True,3,21/10736,21/10736,2026-01-31 22:36:02.300159,2026-01-31 22:36:02.307217
551,A novel approach for shortest optimal reduct computation,a novel approach for shortest optimal reduct computation,DBLP:journals/isci/KumarBP26,article,2026,Inf. Sci.,,723,,122692,,,,https://doi.org/10.1016/j.ins.2025.122692,10.1016/J.INS.2025.122692,,https://dblp.org/rec/journals/isci/KumarBP26.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 14 Oct 2025 01:00:00 +0200",0,True,3,23/2953,23/2953,2026-01-31 22:36:02.307463,2026-01-31 22:36:02.311956
552,"Parallel attribute reduction in high-dimensional data: An efficient
MapReduce strategy with fuzzy discernibility matrix",parallel attribute reduction in highdimensional data an efficient mapreduce strategy with fuzzy discernibility matrix,DBLP:journals/asc/SowkuntlaP25,article,2025,Appl. Soft Comput.,,172,,112870,,,,https://doi.org/10.1016/j.asoc.2025.112870,10.1016/J.ASOC.2025.112870,,https://dblp.org/rec/journals/asc/SowkuntlaP25.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 08 Apr 2025 01:00:00 +0200",0,True,2,23/2953,23/2953,2026-01-31 22:36:02.318923,2026-01-31 22:36:02.321510
553,Scalable Fuzzy Rough approximate reduct computation in hyperbox space,scalable fuzzy rough approximate reduct computation in hyperbox space,DBLP:journals/asc/AadarshKP25,article,2025,Appl. Soft Comput.,,177,,113148,,,,https://doi.org/10.1016/j.asoc.2025.113148,10.1016/J.ASOC.2025.113148,,https://dblp.org/rec/journals/asc/AadarshKP25.bib,"dblp computer science bibliography, https://dblp.org",,,"Wed, 11 Jun 2025 01:00:00 +0200",0,True,3,23/2953,23/2953,2026-01-31 22:36:02.324590,2026-01-31 22:36:02.327558
1206,Separability of unimodal polygons,separability of unimodal polygons,DBLP:journals/prl/Pujari88,article,1988,Pattern Recognit. Lett.,,7,3,163--165,,,,https://doi.org/10.1016/0167-8655(88)90060-8,10.1016/0167-8655(88)90060-8,,https://dblp.org/rec/journals/prl/Pujari88.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 22 Feb 2020 00:00:00 +0100",0,True,1,95/6184,95/6184,2026-01-31 22:36:09.535584,2026-01-31 22:36:09.538020
554,"Diversity among multiple reducts computation with application to ensemble
of classification model",diversity among multiple reducts computation with application to ensemble of classification model,DBLP:journals/ijar/BarKKP25,article,2025,Int. J. Approx. Reason.,,187,,109542,,,,https://doi.org/10.1016/j.ijar.2025.109542,10.1016/J.IJAR.2025.109542,,https://dblp.org/rec/journals/ijar/BarKKP25.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 06 Sep 2025 01:00:00 +0200",0,True,4,23/2953,23/2953,2026-01-31 22:36:02.334993,2026-01-31 22:36:02.336984
555,"Scalable Feature Subset Selection With Fuzzy Rough Sets and Fuzzy
Min-Max Neural Network in Hybrid Decision System",scalable feature subset selection with fuzzy rough sets and fuzzy minmax neural network in hybrid decision system,DBLP:journals/tfs/KumarP25,article,2025,IEEE Trans. Fuzzy Syst.,,33,2,669--679,,,,https://doi.org/10.1109/TFUZZ.2024.3488074,10.1109/TFUZZ.2024.3488074,,https://dblp.org/rec/journals/tfs/KumarP25.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 07 Mar 2025 00:00:00 +0100",0,True,2,23/2953,23/2953,2026-01-31 22:36:02.348226,2026-01-31 22:36:02.352155
556,Approaches for coarsest granularity based near-optimal reduct computation,approaches for coarsest granularity based nearoptimal reduct computation,DBLP:journals/apin/BarP23,article,2023,Appl. Intell.,,53,4,4231--4256,,,,https://doi.org/10.1007/s10489-022-03571-8,10.1007/S10489-022-03571-8,,https://dblp.org/rec/journals/apin/BarP23.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 21 Mar 2023 00:00:00 +0100",0,True,2,23/2953,23/2953,2026-01-31 22:36:02.352413,2026-01-31 22:36:02.356575
557,"Scalable Centroid Based Fuzzy Min-Max Neural Network Ensemble Classifier
Using MapReduce",scalable centroid based fuzzy minmax neural network ensemble classifier using mapreduce,DBLP:conf/premi/AadarshP23,conference,2023,,"Pattern Recognition and Machine Intelligence - 10th International
Conference, PReMI 2023, Kolkata, India, December 12-15, 2023, Proceedings",14301,,597--607,Springer,Lecture Notes in Computer Science,"Pradipta Maji, Tingwen Huang, Nikhil R. Pal, Santanu Chaudhury, Rajat K. De",https://doi.org/10.1007/978-3-031-45170-6_62,10.1007/978-3-031-45170-6_62,,https://dblp.org/rec/conf/premi/AadarshP23.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 31 Dec 2023 00:00:00 +0100",0,True,2,23/2953,23/2953,2026-01-31 22:36:02.356826,2026-01-31 22:36:02.361233
558,"MapReduce based parallel fuzzy-rough attribute reduction using discernibility
matrix",mapreduce based parallel fuzzyrough attribute reduction using discernibility matrix,DBLP:journals/apin/SowkuntlaP22,article,2022,Appl. Intell.,,52,1,154--173,,,,https://doi.org/10.1007/s10489-021-02253-1,10.1007/S10489-021-02253-1,,https://dblp.org/rec/journals/apin/SowkuntlaP22.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 09 Apr 2022 01:00:00 +0200",0,True,2,23/2953,23/2953,2026-01-31 22:36:02.361496,2026-01-31 22:36:02.365537
559,"Enhancing the scalability of fuzzy rough set approximate reduct computation
through fuzzy min-max neural network and crisp discernibility relation
formulation",enhancing the scalability of fuzzy rough set approximate reduct computation through fuzzy minmax neural network and crisp discernibility relation formulation,DBLP:journals/eaai/KumarP22,article,2022,Eng. Appl. Artif. Intell.,,110,,104697,,,,https://doi.org/10.1016/j.engappai.2022.104697,10.1016/J.ENGAPPAI.2022.104697,,https://dblp.org/rec/journals/eaai/KumarP22.bib,"dblp computer science bibliography, https://dblp.org",,,"Wed, 07 Dec 2022 00:00:00 +0100",0,True,2,23/2953,23/2953,2026-01-31 22:36:02.365765,2026-01-31 22:36:02.369812
560,"Scalable mRMR feature selection to handle high dimensional datasets:
Vertical partitioning based Iterative MapReduce framework",scalable mrmr feature selection to handle high dimensional datasets vertical partitioning based iterative mapreduce framework,DBLP:journals/corr/abs-2208-09901,article,2022,CoRR,,abs/2208.09901,,,,,,https://doi.org/10.48550/arXiv.2208.09901,10.48550/ARXIV.2208.09901,,https://dblp.org/rec/journals/corr/abs-2208-09901.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 30 Sep 2023 01:00:00 +0200",0,True,2,23/2953,23/2953,2026-01-31 22:36:02.370029,2026-01-31 22:36:02.372138
561,"Incremental fuzzy rough sets based feature subset selection using
fuzzy min-max neural network preprocessing",incremental fuzzy rough sets based feature subset selection using fuzzy minmax neural network preprocessing,DBLP:journals/ijar/KumarP21,article,2021,Int. J. Approx. Reason.,,139,,69--87,,,,https://doi.org/10.1016/j.ijar.2021.09.006,10.1016/J.IJAR.2021.09.006,,https://dblp.org/rec/journals/ijar/KumarP21.bib,"dblp computer science bibliography, https://dblp.org",,,"Mon, 03 Jan 2022 00:00:00 +0100",0,True,2,23/2953,23/2953,2026-01-31 22:36:02.375577,2026-01-31 22:36:02.381353
562,"MapReduce based parallel attribute reduction in Incomplete Decision
Systems",mapreduce based parallel attribute reduction in incomplete decision systems,DBLP:journals/kbs/SowkuntlaDP21,article,2021,Knowl. Based Syst.,,213,,106677,,,,https://doi.org/10.1016/j.knosys.2020.106677,10.1016/J.KNOSYS.2020.106677,,https://dblp.org/rec/journals/kbs/SowkuntlaDP21.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 02 Mar 2021 00:00:00 +0100",0,True,3,23/2953,23/2953,2026-01-31 22:36:02.381963,2026-01-31 22:36:02.384801
563,"Stateful MapReduce Framework for mRMR Feature Selection Using Horizontal
Partitioning",stateful mapreduce framework for mrmr feature selection using horizontal partitioning,DBLP:conf/premi/YelletiP21,conference,2021,,"Pattern Recognition and Machine Intelligence - 9th International Conference,
PReMI 2021, Kolkata, India, December 15-18, 2021, Proceedings",13102,,317--327,Springer,Lecture Notes in Computer Science,"Ashish Ghosh, Irwin King, Malay Bhattacharyya, Shubhra Sankar Ray, Sankar K. Pal",https://doi.org/10.1007/978-3-031-12700-7_33,10.1007/978-3-031-12700-7_33,,https://dblp.org/rec/conf/premi/YelletiP21.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 01 May 2025 01:00:00 +0200",0,True,2,23/2953,23/2953,2026-01-31 22:36:02.392942,2026-01-31 22:36:02.395882
564,"MapReduce based improved quick reduct algorithm with granular refinement
using vertical partitioning scheme",mapreduce based improved quick reduct algorithm with granular refinement using vertical partitioning scheme,DBLP:journals/kbs/SowkuntlaP20,article,2020,Knowl. Based Syst.,,189,,,,,,https://doi.org/10.1016/j.knosys.2019.105104,10.1016/J.KNOSYS.2019.105104,,https://dblp.org/rec/journals/kbs/SowkuntlaP20.bib,"dblp computer science bibliography, https://dblp.org",,,"Mon, 28 Aug 2023 01:00:00 +0200",0,True,2,23/2953,23/2953,2026-01-31 22:36:02.399223,2026-01-31 22:36:02.403591
565,"Scalable Fuzzy Rough Set Reduct Computation Using Fuzzy Min-Max Neural
Network Preprocessing",scalable fuzzy rough set reduct computation using fuzzy minmax neural network preprocessing,DBLP:journals/tfs/KumarP20,article,2020,IEEE Trans. Fuzzy Syst.,,28,5,953--964,,,,https://doi.org/10.1109/TFUZZ.2020.2965899,10.1109/TFUZZ.2020.2965899,,https://dblp.org/rec/journals/tfs/KumarP20.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 30 Apr 2021 01:00:00 +0200",0,True,2,23/2953,23/2953,2026-01-31 22:36:02.403891,2026-01-31 22:36:02.409227
566,"Hybridization of Fuzzy Min-Max Neural Networks with kNN for Enhanced
Pattern Classification",hybridization of fuzzy minmax neural networks with knn for enhanced pattern classification,DBLP:conf/icacds/0010P19,conference,2019,,"Advances in Computing and Data Sciences - Third International Conference,
ICACDS 2019, Ghaziabad, India, April 12-13, 2019, Revised Selected
Papers, Part I",1045,,32--44,Springer,Communications in Computer and Information Science,"Mayank Singh, P. K. Gupta, Vipin Tyagi, Jan Flusser, Tuncer I. Ören, Rekha Kashyap",https://doi.org/10.1007/978-981-13-9939-8_4,10.1007/978-981-13-9939-8_4,,https://dblp.org/rec/conf/icacds/0010P19.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 08 Sep 2023 21:18:20 +0200",0,True,2,23/2953,23/2953,2026-01-31 22:36:02.409707,2026-01-31 22:36:02.414094
567,"MR_IMQRA: An Efficient MapReduce Based Approach for Fuzzy Decision
Reduct Computation",mrimqra an efficient mapreduce based approach for fuzzy decision reduct computation,DBLP:conf/premi/BandagarSMP19,conference,2019,,"Pattern Recognition and Machine Intelligence - 8th International Conference,
PReMI 2019, Tezpur, India, December 17-20, 2019, Proceedings, Part
I",11941,,306--316,Springer,Lecture Notes in Computer Science,"Bhabesh Deka, Pradipta Maji, Sushmita Mitra, Dhruba Kumar Bhattacharyya, Prabin Kumar Bora, Sankar Kumar Pal",https://doi.org/10.1007/978-3-030-34869-4_34,10.1007/978-3-030-34869-4_34,,https://dblp.org/rec/conf/premi/BandagarSMP19.bib,"dblp computer science bibliography, https://dblp.org",,,"Mon, 03 Jan 2022 00:00:00 +0100",0,True,4,23/2953,23/2953;98/6017,2026-01-31 22:36:02.414440,2026-01-31 22:36:02.418462
568,Finding Optimal Rough Set Reduct with A* Search Algorithm,finding optimal rough set reduct with a search algorithm,DBLP:conf/premi/BarKP19,conference,2019,,"Pattern Recognition and Machine Intelligence - 8th International Conference,
PReMI 2019, Tezpur, India, December 17-20, 2019, Proceedings, Part
I",11941,,317--327,Springer,Lecture Notes in Computer Science,"Bhabesh Deka, Pradipta Maji, Sushmita Mitra, Dhruba Kumar Bhattacharyya, Prabin Kumar Bora, Sankar Kumar Pal",https://doi.org/10.1007/978-3-030-34869-4_35,10.1007/978-3-030-34869-4_35,,https://dblp.org/rec/conf/premi/BarKP19.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 30 Apr 2021 01:00:00 +0200",0,True,3,23/2953,23/2953,2026-01-31 22:36:02.431097,2026-01-31 22:36:02.438760
569,"Fuzzy Rough Discernibility Matrix Based Feature Subset Selection With
MapReduce",fuzzy rough discernibility matrix based feature subset selection with mapreduce,DBLP:conf/tencon/PavaniSRP19,conference,2019,,"TENCON 2019 - 2019 IEEE Region 10 Conference (TENCON), Kochi,
India, October 17-20, 2019",,,389--394,IEEE,,,https://doi.org/10.1109/TENCON.2019.8929668,10.1109/TENCON.2019.8929668,,https://dblp.org/rec/conf/tencon/PavaniSRP19.bib,"dblp computer science bibliography, https://dblp.org",,,"Mon, 03 Jan 2022 00:00:00 +0100",0,True,4,23/2953,23/2953;77/10593,2026-01-31 22:36:02.439236,2026-01-31 22:36:02.442186
570,"Hashing Supported Iterative MapReduce Based Scalable SBE Reduct
Computation",hashing supported iterative mapreduce based scalable sbe reduct computation,DBLP:conf/icdcit/DivyaP18,conference,2018,,"Distributed Computing and Internet Technology - 14th International
Conference, ICDCIT 2018, Bhubaneswar, India, January 11-13, 2018,
Proceedings",10722,,163--170,Springer,Lecture Notes in Computer Science,"Atul Negi, Raj Bhatnagar, Laxmi Parida",https://doi.org/10.1007/978-3-319-72344-0_13,10.1007/978-3-319-72344-0_13,,https://dblp.org/rec/conf/icdcit/DivyaP18.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 19 Oct 2019 01:00:00 +0200",0,True,2,23/2953,23/2953,2026-01-31 22:36:02.454355,2026-01-31 22:36:02.456870
571,"Scalable IQRA_IG Algorithm: An Iterative MapReduce Approach for
Reduct Computation",scalable iqraig algorithm an iterative mapreduce approach for reduct computation,DBLP:conf/icdcit/PrasadSS17,conference,2017,,"Distributed Computing and Internet Technology - 13th International
Conference, ICDCIT 2017, Bhubaneswar, India, January 13-16, 2017,
Proceedings",10109,,58--69,Springer,Lecture Notes in Computer Science,"Padmanabhan Krishnan, P. Radha Krishna, Laxmi Parida",https://doi.org/10.1007/978-3-319-50472-8_5,10.1007/978-3-319-50472-8_5,,https://dblp.org/rec/conf/icdcit/PrasadSS17.bib,"dblp computer science bibliography, https://dblp.org",,,"Wed, 26 May 2021 08:40:05 +0200",0,True,3,23/2953,23/2953,2026-01-31 22:36:02.460634,2026-01-31 22:36:02.463598
572,"Scalable MapReduce-based Fuzzy Min-Max Neural Network for Pattern
Classification",scalable mapreducebased fuzzy minmax neural network for pattern classification,DBLP:conf/icdcn/IlagerP17,conference,2017,,"Proceedings of the 18th International Conference on Distributed Computing
and Networking, Hyderabad, India, January 5-7, 2017",,,15,ACM,,,http://dl.acm.org/citation.cfm?id=3007776,,,https://dblp.org/rec/conf/icdcn/IlagerP17.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 06 Nov 2018 11:07:44 +0100",0,True,2,23/2953,23/2953,2026-01-31 22:36:02.471160,2026-01-31 22:36:02.473303
573,Scalable Quick Reduct Algorithm: Iterative MapReduce Approach,scalable quick reduct algorithm iterative mapreduce approach,DBLP:conf/cods/SinghP16,conference,2016,,"Proceedings of the 3rd IKDD Conference on Data Science, CODS 2016,
Pune, India, March 13-16, 2016",,,25:1--25:2,ACM,,"Madhav V. Marathe, Mukesh K. Mohania, Mausam, Prateek Jain",https://doi.org/10.1145/2888451.2888476,10.1145/2888451.2888476,,https://dblp.org/rec/conf/cods/SinghP16.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 19 Jan 2025 00:00:00 +0100",0,True,2,23/2953,23/2953,2026-01-31 22:36:02.476860,2026-01-31 22:36:02.481473
574,Impact analysis of Jensen and Sk pal fuzzification in classification,impact analysis of jensen and sk pal fuzzification in classification,DBLP:conf/a2cwic/YellasiriGP10,conference,2010,,"Proceedings of the 1st Amrita ACM-W Celebration on Women in Computing
in India, September 16-17, 2010, Tamilnadu, India",,,2:1--2:7,ACM,,"Krishnashree Achuthan, Gayatri Buragohain",https://doi.org/10.1145/1858378.1858380,10.1145/1858378.1858380,,https://dblp.org/rec/conf/a2cwic/YellasiriGP10.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 14 Oct 2021 01:00:00 +0200",0,True,3,23/2953,23/2953,2026-01-31 22:36:02.481985,2026-01-31 22:36:02.487167
575,Charging station placement for limited energy robots,charging station placement for limited energy robots,DBLP:journals/dam/Das26,article,2026,Discret. Appl. Math.,,381,,129--136,,,,https://doi.org/10.1016/j.dam.2025.11.020,10.1016/J.DAM.2025.11.020,,https://dblp.org/rec/journals/dam/Das26.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 04 Jan 2026 00:00:00 +0100",0,True,1,263/4582-1,263/4582-1,2026-01-31 22:36:02.494911,2026-01-31 22:36:02.498002
576,Finding a largest-area triangle in a terrain in near-linear time,finding a largestarea triangle in a terrain in nearlinear time,DBLP:journals/comgeo/CabelloDDM25,article,2025,Comput. Geom.,,128,,102171,,,,https://doi.org/10.1016/j.comgeo.2025.102171,10.1016/J.COMGEO.2025.102171,,https://dblp.org/rec/journals/comgeo/CabelloDDM25.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 01 Apr 2025 01:00:00 +0200",0,True,4,263/4582-1,263/4582-1,2026-01-31 22:36:02.498417,2026-01-31 22:36:02.502347
577,Charging Station Placement for Limited Energy Robots,charging station placement for limited energy robots,DBLP:conf/caldam/Das25,conference,2025,,"Algorithms and Discrete Applied Mathematics - 11th International Conference,
CALDAM 2025, Coimbatore, India, February 13-15, 2025, Proceedings",15536,,97--108,Springer,Lecture Notes in Computer Science,"Daya Ram Gaur, Rogers Mathew",https://doi.org/10.1007/978-3-031-83438-7_9,10.1007/978-3-031-83438-7_9,,https://dblp.org/rec/conf/caldam/Das25.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 25 Feb 2025 16:22:17 +0100",0,True,1,263/4582-1,263/4582-1,2026-01-31 22:36:02.515486,2026-01-31 22:36:02.517893
578,Multipacking in the Euclidean Metric Space,multipacking in the euclidean metric space,DBLP:conf/caldam/DasDIMR25,conference,2025,,"Algorithms and Discrete Applied Mathematics - 11th International Conference,
CALDAM 2025, Coimbatore, India, February 13-15, 2025, Proceedings",15536,,109--120,Springer,Lecture Notes in Computer Science,"Daya Ram Gaur, Rogers Mathew",https://doi.org/10.1007/978-3-031-83438-7_10,10.1007/978-3-031-83438-7_10,,https://dblp.org/rec/conf/caldam/DasDIMR25.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 25 Feb 2025 00:00:00 +0100",0,True,5,263/4582-1,263/4582-1,2026-01-31 22:36:02.518128,2026-01-31 22:36:02.524052
579,Precoloring Extension with Demands on Paths,precoloring extension with demands on paths,DBLP:conf/isaac/0001OV25,conference,2025,,"36th International Symposium on Algorithms and Computation, ISAAC
2025, Tainan, Taiwan, December 7-10, 2025",359,,23:1--23:15,Schloss Dagstuhl - Leibniz-Zentrum für Informatik,LIPIcs,"Ho-Lin Chen, Wing-Kai Hon, Meng-Tsung Tsai",https://doi.org/10.4230/LIPIcs.ISAAC.2025.23,10.4230/LIPICS.ISAAC.2025.23,,https://dblp.org/rec/conf/isaac/0001OV25.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 28 Nov 2025 17:04:50 +0100",0,True,3,263/4582-1,263/4582-1,2026-01-31 22:36:02.542741,2026-01-31 22:36:02.545695
